label, Area,BoundingBox1,BoundingBox2,BoundingBox3,BoundingBox4,Centroid1,Centroid2,ConvexArea,Eccentricity,EquivDiameter,EulerNumber,Extent,FilledArea,MajorAxisLength,MaxIntensity,MeanIntensity,MinIntensity,MinorAxisLength,Orientation,Perimeter,PerimeterOld,Solidity,WeightedCentroid1,WeightedCentroid2
0,681,0.5,0.5,44,41,22.822,21.64,1332,0.72929,29.446,-1,0.37749,1293,59.488,1,1,1,40.702,38.993,133.61,141.64,0.51126,22.822,21.64
0,595,0.5,0.5,38,33,19.439,15.985,989,0.72318,27.524,0,0.47448,935,48.358,1,1,1,33.399,34.236,119.65,126.57,0.60162,19.439,15.985
0,710,0.5,0.5,47,36,23.193,19.103,1314,0.62722,30.067,0,0.41962,1266,54.525,1,1,1,42.466,16.412,133.74,142.47,0.54033,23.193,19.103
0,868,0.5,0.5,47,42,23.583,21.641,1475,0.7055,33.244,0,0.43972,1413,59.099,1,1,1,41.884,39.945,151.08,160.61,0.58847,23.583,21.641
0,468,0.5,0.5,48,37,24.357,17.526,1297,0.74725,24.411,0,0.26351,1259,61.068,1,1,1,40.582,26.279,133.63,141.3,0.36083,24.357,17.526
0,744,0.5,0.5,36,54,19.809,28.605,1413,0.78198,30.778,0,0.38272,1377,64.093,1,1,1,39.949,73.7,139.24,147.3,0.52654,19.809,28.605
0,741,0.5,0.5,40,50,20.435,24.996,1370,0.78194,30.716,-3,0.3705,1325,60.757,1,1,1,37.874,58.619,142.28,150.61,0.54088,20.435,24.996
0,675,0.5,0.5,40,49,19.516,26.959,1336,0.71387,29.316,0,0.34439,1224,56.753,1,1,1,39.743,57.298,147.61,157.54,0.50524,19.516,26.959
0,664,0.5,0.5,37,45,17.474,23.563,1194,0.74091,29.076,-1,0.3988,1164,55.34,1,1,1,37.167,56.785,124.77,132.12,0.55611,17.474,23.563
0,451,0.5,0.5,46,29,24.144,14.481,1010,0.79881,23.963,-1,0.33808,977,54.465,1,1,1,32.765,10.647,119.46,125.98,0.44653,24.144,14.481
0,742,0.5,0.5,44,46,22.323,22.698,1443,0.73084,30.737,-1,0.3666,1398,60.423,1,1,1,41.242,50.872,140.64,148.71,0.51421,22.323,22.698
0,1198,0.5,0.5,50,47,24.518,23.184,1940,0.43278,39.056,0,0.50979,1902,60.175,1,1,1,54.247,27.983,154.15,161.88,0.61753,24.518,23.184
0,897,0.5,0.5,45,40,21.408,20.339,1382,0.54718,33.795,0,0.49833,1337,52.068,1,1,1,43.582,19.167,132.04,139.88,0.64906,21.408,20.339
0,1008,0.5,0.5,42,45,21.822,23.715,1479,0.52212,35.825,0,0.53333,1438,52.827,1,1,1,45.054,60.368,135.48,143.64,0.68154,21.822,23.715
0,1023,0.5,0.5,48,44,23.456,21.573,1655,0.62118,36.09,0,0.48438,1610,59.777,1,1,1,46.845,35.734,144.66,153.3,0.61813,23.456,21.573
0,1242,0.5,0.5,55,47,27.419,24.186,2188,0.54203,39.766,0,0.48046,2125,67.547,1,1,1,56.764,18.005,167.82,177.3,0.56764,27.419,24.186
0,884,0.5,0.5,56,54,27.891,29.231,2308,0.43661,33.549,0,0.29233,2247,71.683,1,1,1,64.49,-20.97,169.76,178.51,0.38302,27.891,29.231
0,486,0.5,0.5,46,35,21.395,15.163,1196,0.82171,24.876,-1,0.30186,489,57.702,1,1,1,32.884,30.333,233.95,247.28,0.40635,21.395,15.163
0,710,0.5,0.5,46,45,22.297,24.831,1570,0.27117,30.067,0,0.343,1525,55.902,1,1,1,53.808,-27.699,139.54,148.12,0.45223,22.297,24.831
0,501,0.5,0.5,36,33,19.764,17.996,788,0.81649,25.257,0,0.42172,756,47.221,1,1,1,27.263,36.593,104.8,111.15,0.63579,19.764,17.996
0,666,0.5,0.5,42,44,21.536,23.122,1354,0.612,29.12,0,0.36039,1292,55.301,1,1,1,43.735,46.801,136.16,143.54,0.49188,21.536,23.122
0,419,0.5,0.5,30,34,16.518,18.055,616,0.88769,23.097,0,0.41078,601,46.518,1,1,1,21.419,50.674,95.894,99.983,0.68019,16.518,18.055
0,496,0.5,0.5,34,33,18.321,17.952,701,0.84666,25.13,0,0.44207,675,45.451,1,1,1,24.186,46.625,100.04,105.98,0.70756,18.321,17.952
0,436,0.5,0.5,32,35,17.486,18.585,759,0.83693,23.561,1,0.38929,436,47.47,1,1,1,25.981,51.742,199.48,212.21,0.57444,17.486,18.585
0,581,0.5,0.5,27,37,14.043,18.645,746,0.79906,27.198,0,0.58158,693,41.499,1,1,1,24.951,64.017,102.35,108.33,0.77882,14.043,18.645
0,606,0.5,0.5,36,40,19.653,20.558,943,0.80413,27.777,0,0.42083,891,49.954,1,1,1,29.695,49.459,129.15,136.51,0.64263,19.653,20.558
0,596,0.5,0.5,44,40,25.763,22.242,989,0.89688,27.547,0,0.33864,597,59.716,1,1,1,26.41,40.672,233.36,248.15,0.60263,25.763,22.242
0,543,0.5,0.5,33,31,17.081,15.58,718,0.79794,26.294,0,0.53079,691,42.019,1,1,1,25.326,40.625,97.663,102.91,0.75627,17.081,15.58
0,516,0.5,0.5,29,27,15.062,14.248,586,0.77266,25.632,0,0.659,555,34.725,1,1,1,22.044,43.032,90.352,95.255,0.88055,15.062,14.248
0,592,0.5,0.5,38,36,19.193,17.894,798,0.87175,27.455,-2,0.43275,733,47.766,1,1,1,23.403,41.832,119.28,126.37,0.74185,19.193,17.894
0,589,0.5,0.5,38,34,19.224,18.598,870,0.78405,27.385,0,0.45588,823,46.553,1,1,1,28.896,36.301,109.72,117.05,0.67701,19.224,18.598
0,812,0.5,0.5,41,37,20.474,19.403,1099,0.74648,32.154,-1,0.53527,1027,48.297,1,1,1,32.137,40.314,133.68,141.78,0.73885,20.474,19.403
0,702,0.5,0.5,37,34,18.828,18.288,1031,0.63651,29.897,0,0.55803,995,46.052,1,1,1,35.518,37.787,114.86,121.5,0.68089,18.828,18.288
0,802,0.5,0.5,39,42,17.769,21.444,1262,0.69288,31.955,0,0.48962,1223,53.535,1,1,1,38.602,51.704,130.03,137.4,0.6355,17.769,21.444
0,377,0.5,0.5,27,24,14.576,12.976,454,0.78583,21.909,0,0.58179,436,31.919,1,1,1,19.74,40.672,76.334,81.012,0.8304,14.576,12.976
0,316,0.5,0.5,25,27,13.158,14.756,492,0.72022,20.059,0,0.46815,473,34.067,1,1,1,23.634,49.004,78.013,82.426,0.64228,13.158,14.756
0,642,0.5,0.5,37,30,18.45,16.575,846,0.61337,28.591,0,0.57838,803,39.504,1,1,1,31.2,19.419,106.47,113.5,0.75887,18.45,16.575
0,503,0.5,0.5,45,38,23.119,19.521,1224,0.6441,25.307,1,0.29415,503,54.715,1,1,1,41.854,22.254,227.91,241.52,0.41095,23.119,19.521
0,513,0.5,0.5,32,25,16.577,13.212,632,0.64953,25.557,0,0.64125,613,34.582,1,1,1,26.294,18.902,88.185,93.012,0.81171,16.577,13.212
0,668,0.5,0.5,38,39,18.726,20.347,1130,0.39153,29.164,0,0.45074,1097,45.944,1,1,1,42.276,-68.807,118.75,125.64,0.59115,18.726,20.347
0,640,0.5,0.5,38,35,19.623,17.942,1084,0.37138,28.546,0,0.4812,1052,44.345,1,1,1,41.173,-9.8363,115.34,121.74,0.59041,19.623,17.942
0,729,0.5,0.5,42,36,23.007,17.881,1209,0.45413,30.466,0,0.48214,1176,47.634,1,1,1,42.439,22.768,123.93,129.98,0.60298,23.007,17.881
0,599,0.5,0.5,40,40,19.551,20.088,1171,0.67711,27.616,0,0.37438,1119,52.83,1,1,1,38.877,46.246,128.41,135.54,0.51153,19.551,20.088
0,480,0.5,0.5,35,37,18.252,20.946,958,0.72236,24.722,0,0.37066,931,50.508,1,1,1,34.927,48.52,112.79,118.33,0.50104,18.252,20.946
0,533,0.5,0.5,33,45,18.561,25.362,855,0.9018,26.051,0,0.35892,795,56.287,1,1,1,24.325,54.742,122.96,129.3,0.62339,18.561,25.362
0,478,0.5,0.5,40,32,19.768,16.628,885,0.79865,24.67,0,0.37344,855,50.63,1,1,1,30.469,34.076,111.06,116.81,0.54011,19.768,16.628
0,498,0.5,0.5,33,31,15.072,14.992,693,0.82646,25.181,0,0.4868,659,43.175,1,1,1,24.307,48.956,101.31,106.91,0.71861,15.072,14.992
0,365,0.5,0.5,35,30,18.137,17.658,644,0.7891,21.558,0,0.34762,604,42.64,1,1,1,26.192,37.697,100.24,106.57,0.56677,18.137,17.658
0,498,0.5,0.5,29,33,15.098,16.665,714,0.74446,25.181,0,0.52038,681,40.38,1,1,1,26.961,61.594,95.694,101.84,0.69748,15.098,16.665
0,724,0.5,0.5,41,41,20.53,21.039,1121,0.79125,30.362,0,0.4307,1083,53.934,1,1,1,32.98,44.646,124.49,131.54,0.64585,20.53,21.039
0,554,0.5,0.5,28,39,14.182,19.096,825,0.74751,26.559,0,0.50733,802,44.717,1,1,1,29.703,71.493,103.91,109.5,0.67152,14.182,19.096
0,549,0.5,0.5,27,36,13.344,17.683,724,0.68776,26.439,0,0.56481,689,38.18,1,1,1,27.717,81.689,97.324,103.15,0.75829,13.344,17.683
0,511,0.5,0.5,31,37,15.104,17.977,787,0.81288,25.507,0,0.44551,752,46.091,1,1,1,26.845,58.266,104.77,110.91,0.6493,15.104,17.977
0,466,0.5,0.5,26,32,13.418,16.333,623,0.63453,24.358,0,0.5601,590,34.323,1,1,1,26.528,71.537,91.369,96.426,0.74799,13.418,16.333
0,491,0.5,0.5,30,31,14.662,15.54,719,0.71115,25.003,0,0.52796,684,39.878,1,1,1,28.036,47.576,99.565,105.74,0.68289,14.662,15.54
0,497,0.5,0.5,29,33,14.519,16.064,755,0.71148,25.156,0,0.51933,709,41.052,1,1,1,28.848,55.555,105.69,111.5,0.65828,14.519,16.064
0,720,0.5,0.5,48,35,22.556,16.943,1125,0.79104,30.278,0,0.42857,1069,54.364,1,1,1,33.258,31.953,127.53,134.47,0.64,22.556,16.943
0,566,0.5,0.5,37,30,19.184,15.36,803,0.81153,26.845,0,0.50991,778,46.361,1,1,1,27.089,32.068,103.18,108.91,0.70486,19.184,15.36
0,849,0.5,0.5,51,43,23.403,21.601,1543,0.70367,32.878,0,0.38714,1495,60.618,1,1,1,43.071,40.497,146.54,154.37,0.55023,23.403,21.601
0,622,0.5,0.5,38,39,20.143,20.878,1007,0.75292,28.142,0,0.4197,958,50.508,1,1,1,33.24,46.529,119.25,127.05,0.61768,20.143,20.878
0,694,0.5,0.5,43,43,23.83,23.344,1168,0.85964,29.726,0,0.37534,1104,61.713,1,1,1,31.529,43.5,139.22,148.02,0.59418,23.83,23.344
0,679,0.5,0.5,45,32,22.973,16.421,1132,0.70286,29.403,0,0.47153,1097,51.661,1,1,1,36.748,18.788,120.51,127.4,0.59982,22.973,16.421
0,802,0.5,0.5,39,42,19.788,21.89,1174,0.7911,31.955,0,0.48962,1139,54.883,1,1,1,33.571,50.427,126.48,133.4,0.68313,19.788,21.89
0,547,0.5,0.5,38,35,19.21,18.15,881,0.77049,26.391,0,0.41128,849,48.022,1,1,1,30.612,40.018,109.6,116.23,0.62089,19.21,18.15
0,547,0.5,0.5,44,29,22.656,15.007,986,0.81608,26.391,0,0.42868,947,54.332,1,1,1,31.401,20.885,122.56,129.4,0.55477,22.656,15.007
0,660,0.5,0.5,46,35,23.502,18.261,1153,0.79251,28.989,0,0.40994,1119,57.063,1,1,1,34.8,27.822,124.36,131.64,0.57242,23.502,18.261
0,551,0.5,0.5,48,29,23.853,15.132,993,0.85921,26.487,0,0.39583,945,57.467,1,1,1,29.402,20.825,125.1,132.23,0.55488,23.853,15.132
0,496,0.5,0.5,31,36,15.917,19.615,728,0.7586,25.13,0,0.44444,688,41.987,1,1,1,27.357,58.149,102.29,109.15,0.68132,15.917,19.615
0,532,0.5,0.5,43,32,21.932,17.6,986,0.81468,26.026,0,0.38663,954,54.693,1,1,1,31.717,25.97,116.2,123.15,0.53955,21.932,17.6
0,545,0.5,0.5,35,39,18.567,21.376,863,0.84998,26.342,0,0.39927,833,52.088,1,1,1,27.441,47.481,112.66,118.81,0.63152,18.567,21.376
0,686,0.5,0.5,33,48,16.762,24.92,1138,0.80728,29.554,1,0.43308,686,56.859,1,1,1,33.557,64.591,219.77,232.89,0.60281,16.762,24.92
0,727,0.5,0.5,35,46,16.913,23.722,1082,0.82727,30.424,0,0.45155,1027,55.091,1,1,1,30.95,63.373,127.41,133.64,0.6719,16.913,23.722
0,588,0.5,0.5,31,44,17.102,24.605,860,0.86381,27.362,0,0.43109,788,50.935,1,1,1,25.662,59.739,115.54,121.98,0.68372,17.102,24.605
0,741,0.5,0.5,47,43,23.794,21.397,1600,0.62634,30.716,0,0.36665,1557,61.564,1,1,1,47.992,36.259,143.79,151.3,0.46313,23.794,21.397
0,580,0.5,0.5,30,40,16.674,21.472,798,0.85891,27.175,0,0.48333,772,49.134,1,1,1,25.163,56.468,107.76,113.15,0.72682,16.674,21.472
0,736,0.5,0.5,38,49,19.606,24.87,1386,0.76642,30.612,-3,0.39527,1340,60.548,1,1,1,38.893,64.683,141.33,148.81,0.53102,19.606,24.87
0,485,0.5,0.5,26,38,13.685,20.173,714,0.80626,24.85,0,0.49089,683,43.094,1,1,1,25.492,72.07,99.358,105.5,0.67927,13.685,20.173
0,469,0.5,0.5,27,37,13.45,19.294,772,0.70308,24.437,0,0.46947,747,42.782,1,1,1,30.423,77.868,99.168,104.91,0.60751,13.45,19.294
0,424,0.5,0.5,29,31,15.111,16.792,699,0.64913,23.235,0,0.47164,679,39.685,1,1,1,30.187,50.8,92.684,97.841,0.60658,15.111,16.792
0,384,0.5,0.5,24,30,12.75,16.711,539,0.70956,22.112,0,0.53333,512,34.23,1,1,1,24.12,63.153,84.728,89.598,0.71243,12.75,16.711
0,300,0.5,0.5,27,21,13.77,11.747,423,0.79022,19.544,0,0.5291,401,32.371,1,1,1,19.837,27.553,75.664,80.184,0.70922,13.77,11.747
0,844,0.5,0.5,43,46,22.546,24.531,1347,0.77233,32.781,0,0.42669,1297,59.244,1,1,1,37.633,53.266,136.29,144.37,0.62658,22.546,24.531
0,664,0.5,0.5,47,40,24.258,20.566,1377,0.6138,29.076,0,0.35319,1339,56.582,1,1,1,44.669,31.932,132.9,141.3,0.48221,24.258,20.566
0,517,0.5,0.5,31,37,15.948,19.83,871,0.54096,25.657,0,0.45074,828,41.75,1,1,1,35.114,-89.734,105.28,111.4,0.59357,15.948,19.83
0,600,0.5,0.5,37,41,19.407,20.757,1205,0.57376,27.64,0,0.39552,1160,51.716,1,1,1,42.357,57.936,125.62,132.57,0.49793,19.407,20.757
0,763,0.5,0.5,32,33,15.401,16.431,872,0.28165,31.169,0,0.72254,851,35.496,1,1,1,34.059,40.667,103.32,109.01,0.875,15.401,16.431
0,848,0.5,0.5,40,41,19.363,21.328,1297,0.28155,32.859,0,0.51707,1271,47.457,1,1,1,45.537,58.531,125.64,132.23,0.65382,19.363,21.328
0,739,0.5,0.5,37,38,18.115,20.091,1067,0.17516,30.674,0,0.5256,1029,41.393,1,1,1,40.754,62.775,114.36,121.98,0.6926,18.115,20.091
0,804,0.5,0.5,36,42,17.852,21.956,1141,0.56622,31.995,0,0.53175,1084,46.078,1,1,1,37.981,-81.073,127.59,135.54,0.70465,17.852,21.956
0,534,0.5,0.5,37,30,19.569,15.298,930,0.58171,26.075,0,0.48108,908,44.704,1,1,1,36.362,14.206,106.87,112.43,0.57419,19.569,15.298
0,408,0.5,0.5,30,33,15.74,18.304,730,0.754,22.792,1,0.41212,408,43.841,1,1,1,28.798,48.039,166.43,175.54,0.5589,15.74,18.304
0,423,0.5,0.5,30,33,15.749,17.045,720,0.70425,23.207,0,0.42727,694,41.675,1,1,1,29.587,56.103,97.117,102.91,0.5875,15.749,17.045
0,431,0.5,0.5,31,28,16.8,14.102,688,0.56858,23.426,0,0.49654,654,36.71,1,1,1,30.199,27.839,94.694,100.33,0.62645,16.8,14.102
0,412,0.5,0.5,30,31,16.131,16.694,744,0.37831,22.904,0,0.44301,728,37.935,1,1,1,35.115,62.756,94.735,99.841,0.55376,16.131,16.694
0,382,0.5,0.5,27,34,14.615,19.505,629,0.7617,22.054,1,0.41612,382,39.838,1,1,1,25.812,61.814,150.72,160.61,0.60731,14.615,19.505
0,741,0.5,0.5,32,55,17.108,28.555,1396,0.78068,30.716,0,0.42102,1352,61.098,1,1,1,38.182,-88.409,138.14,145.4,0.5308,17.108,28.555
0,795,0.5,0.5,34,55,19.396,27.803,1517,0.75985,31.815,0,0.42513,1478,63.968,1,1,1,41.585,81.596,142.53,149.98,0.52406,19.396,27.803
0,778,0.5,0.5,47,59,22.692,30.048,2108,0.62204,31.473,0,0.28056,2039,72.937,1,1,1,57.108,-75.338,167.37,176.37,0.36907,22.692,30.048
0,309,0.5,0.5,19,31,9.534,15.793,464,0.80239,19.835,0,0.52462,447,35.272,1,1,1,21.051,81.669,77.69,81.941,0.66595,9.534,15.793
0,399,0.5,0.5,32,28,15.391,14.1,650,0.65906,22.539,0,0.44531,620,37.703,1,1,1,28.356,38.214,92.072,98.083,0.61385,15.391,14.1
0,279,0.5,0.5,25,25,13.685,13.179,495,0.61251,18.848,1,0.4464,279,32.74,1,1,1,25.879,37.236,131.09,138.47,0.56364,13.685,13.179
0,411,0.5,0.5,28,30,13.832,16.046,611,0.56288,22.876,0,0.48929,572,34.024,1,1,1,28.122,50.15,94.785,100.33,0.67267,13.832,16.046
0,457,0.5,0.5,30,29,14.562,15.107,702,0.47455,24.122,-2,0.52529,678,35.857,1,1,1,31.563,44.547,95.686,101.25,0.651,14.562,15.107
0,657,0.5,0.5,38,39,17.03,21.301,1127,0.51139,28.923,0,0.44332,1072,47.96,1,1,1,41.215,-42.264,124.01,130.91,0.58296,17.03,21.301
0,839,0.5,0.5,41,52,21.43,26.186,1437,0.84289,32.684,0,0.39353,1375,67.389,1,1,1,36.261,58.679,149.02,158.02,0.58386,21.43,26.186
0,872,0.5,0.5,46,51,23.068,26.31,1727,0.72327,33.321,0,0.3717,1646,66.71,1,1,1,46.067,57.461,159.16,168.17,0.50492,23.068,26.31
0,738,0.5,0.5,34,51,17.43,25.978,1048,0.90777,30.654,0,0.42561,997,61.652,1,1,1,25.861,62.001,131.88,140.12,0.7042,17.43,25.978
0,567,0.5,0.5,33,38,15.434,19.503,980,0.50424,26.869,0,0.45215,957,44.771,1,1,1,38.662,62.646,110.37,115.74,0.57857,15.434,19.503
0,505,0.5,0.5,29,36,14.2,18.703,848,0.63093,25.357,0,0.48372,825,43.12,1,1,1,33.454,74.534,103.16,109.25,0.59552,14.2,18.703
0,424,0.5,0.5,28,34,14.189,18.847,627,0.74718,23.235,0,0.44538,587,38.511,1,1,1,25.595,55.874,92.643,98.326,0.67624,14.189,18.847
0,893,0.5,0.5,52,48,24.261,24.46,1626,0.72803,33.719,0,0.35777,1561,65.102,1,1,1,44.631,39.348,151.77,162.61,0.5492,24.261,24.46
0,788,0.5,0.5,46,46,21.97,23.784,1570,0.59134,31.675,0,0.3724,1527,59.628,1,1,1,48.085,45.295,142.8,150.37,0.50191,21.97,23.784
0,837,0.5,0.5,48,45,23.161,23.943,1633,0.52954,32.645,0,0.3875,1508,57.516,1,1,1,48.79,41.26,155.55,165.2,0.51255,23.161,23.943
0,835,0.5,0.5,53,50,27.977,27.192,1785,0.79345,32.606,0,0.31509,1733,74.343,1,1,1,45.248,42.73,158.43,166.27,0.46779,27.977,27.192
0,828,0.5,0.5,45,47,24.748,24.519,1431,0.80152,32.469,0,0.39149,1320,62.979,1,1,1,37.66,51.008,143.36,151.54,0.57862,24.748,24.519
0,817,0.5,0.5,46,52,23.483,28.291,1557,0.80589,32.253,0,0.34156,1410,67.156,1,1,1,39.761,57.652,151.09,159.68,0.52473,23.483,28.291
